,source,target,value
3805,gerritbot,pbr,259.0
3806,gerritbot,gerritlib,259.0
3807,gerritbot,irc,259.0
3808,gerritbot,pyyaml,259.0
3809,gerritbot,python-daemon,259.0
3810,gerrit-dash-creator,six,449.0
3811,gerrit-dash-creator,simplejson,449.0
3812,gerrit-dash-creator,pbr,449.0
3813,gerrit-dash-creator,oslosphinx,449.0
3814,gerrit-dash-creator,launchpadlib,449.0
3815,gerrit-dash-creator,jinja2,449.0
3816,gerritlib,six,1281.0
3817,gerritlib,paramiko,1281.0
3818,gerritlib,pbr,1281.0
3819,gertty,voluptuous,1274.0
3820,gertty,urwid,1274.0
3821,gertty,six,1274.0
3822,gertty,requests,1274.0
3823,gertty,python-dateutil,1274.0
3824,gertty,ply,1274.0
3825,gertty,pbr,1274.0
3826,gertty,ordereddict,1274.0
3827,gertty,alembic,1274.0
3828,gertty,SQLAlchemy,1274.0
3829,gertty,PyYAML,1274.0
3830,gertty,GitPython,1274.0
3831,gevent,greenlet,446749.0
3832,gfbi_core,GitPython,636.0
3833,ghmarkdown,requests,1796.0
3834,gifted,Pillow,238.0
3835,gifted,numpy,238.0
3836,gilt-nova,websocket-client,5746.0
3837,gilt-nova,wcwidth,5746.0
3838,gilt-nova,termcolor,5746.0
3839,gilt-nova,six,5746.0
3840,gilt-nova,schema,5746.0
3841,gilt-nova,requests,5746.0
3842,gilt-nova,python-dateutil,5746.0
3843,gilt-nova,pyroma,5746.0
3844,gilt-nova,pyparsing,5746.0
3845,gilt-nova,pycrypto,5746.0
3846,gilt-nova,pyaml,5746.0
3847,gilt-nova,prompt-toolkit,5746.0
3848,gilt-nova,pkginfo,5746.0
3849,gilt-nova,ordereddict,5746.0
3850,gilt-nova,jmespath,5746.0
3851,gilt-nova,docutils,5746.0
3852,gilt-nova,docopt,5746.0
3853,gilt-nova,docker-py,5746.0
3854,gilt-nova,colorama,5746.0
3855,gilt-nova,cement,5746.0
3856,gilt-nova,botocore,5746.0
3857,gilt-nova,boto3,5746.0
3858,gilt-nova,boto,5746.0
3859,gilt-nova,argcomplete,5746.0
3860,gilt-nova,Pygments,5746.0
3861,gilt-nova,PyYAML,5746.0
3862,gilt-nova,MarkupSafe,5746.0
3863,gilt-nova,Jinja2,5746.0
3864,gilt-nova,Cerberus,5746.0
3865,gingerit,requests,370.0
3866,git-app-version,tox;,805.0
3867,git-app-version,mock;,805.0
3868,git-app-version,pytest;,805.0
3869,git-app-version,coverage;,805.0
3870,git-app-version,check-manifest;,805.0
3871,git-app-version,tzlocal,805.0
3872,git-app-version,xmltodict,805.0
3873,git-app-version,pytz,805.0
3874,git-app-version,pyyaml,805.0
3875,git-app-version,iso8601,805.0
3876,gitbuster,gfbi_core,668.0
3877,gitbuster,argparse,668.0
3878,gitcmd,pexpect,212.0
3879,giterm,watchdog,1450.0
3880,github3.py,pyasn1;,20054.0
3881,github3.py,ndg-httpsclient;,20054.0
3882,github3.py,pyOpenSSL>=0.13;,20054.0
3883,github3.py,uritemplate.py>=0.2.0,20054.0
3884,github3.py,requests>=2.0,20054.0
3885,github3.py,pyasn1;,20054.0
3886,github3.py,ndg-httpsclient;,20054.0
3887,github3.py,pyOpenSSL>=0.13;,20054.0
3888,github3.py,uritemplate.py>=0.2.0,20054.0
3889,github3.py,requests>=2.0,20054.0
3890,github_api_python,appier,444.0
3891,githubrelease,requests,502.0
3892,githubrelease,requests,502.0
3893,githubrelease,requests,502.0
3894,githubrelease,requests,502.0
3895,githubrelease,requests,502.0
3896,github-snooze-button,requests,130.0
3897,github-snooze-button,boto3,130.0
3898,git-meta,pytest-cov;,328.0
3899,git-meta,pytest;,328.0
3900,git-meta,flake8;,328.0
3901,git-meta,sphinxcontrib-napoleon;,328.0
3902,git-meta,Sphinx;,328.0
3903,git-meta,pygit2,328.0
3904,gitobox,rpaths,722.0
3905,gitobox,watchdog,722.0
3906,git-pre-push-hook,flake8,733.0
3907,git-restack,argparse,140.0
3908,git-review,argparse,9882.0
3909,git-review,requests,9882.0
3910,glance_store,oslo.vmware,45801.0
3911,glance_store,python-swiftclient,45801.0
3912,glance_store,httplib2,45801.0
3913,glance_store,boto,45801.0
3914,glance_store,python-cinderclient,45801.0
3915,glance_store,oslo.rootwrap,45801.0
3916,glance_store,os-brick,45801.0
3917,glance_store,enum34;,45801.0
3918,glance_store,stevedore,45801.0
3919,glance_store,six,45801.0
3920,glance_store,requests,45801.0
3921,glance_store,python-keystoneclient,45801.0
3922,glance_store,oslo.utils,45801.0
3923,glance_store,oslo.serialization,45801.0
3924,glance_store,oslo.i18n,45801.0
3925,glance_store,oslo.config,45801.0
3926,glance_store,oslo.concurrency,45801.0
3927,glance_store,jsonschema,45801.0
3928,glance_store,eventlet,45801.0
3929,glance_store,debtcollector,45801.0
3930,glocate,geoip2,624.0
3931,glocate,maxminddb,624.0
3932,glocate,requests,624.0
3933,glocate,wget,624.0
3934,gludb,tornado;,663.0
3935,gludb,nose;,663.0
3936,gludb,coverage;,663.0
3937,gludb,pymongo;,663.0
3938,gludb,googledatastore;,663.0
3939,gludb,boto;,663.0
3940,gludb,boto;,663.0
3941,gludb,json-delta,663.0
3942,GmdhPy,matplotlib;,141.0
3943,GmdhPy,graphviz;,141.0
3944,GmdhPy,six,141.0
3945,GmdhPy,scikit-learn,141.0
3946,GmdhPy,numpy,141.0
3947,gmusicapi-scripts,gmusicapi-wrapper,736.0
3948,gmusicapi-scripts,docopt-unicode,736.0
3949,gmusicapi-wrapper,mutagen,717.0
3950,gmusicapi-wrapper,gmusicapi,717.0
3951,gnocchi,Paste,2250.0
3952,gnocchi,PasteDeploy,2250.0
3953,gnocchi,WebOb,2250.0
3954,gnocchi,futures,2250.0
3955,gnocchi,numpy,2250.0
3956,gnocchi,oslo.config,2250.0
3957,gnocchi,oslo.log,2250.0
3958,gnocchi,oslo.middleware,2250.0
3959,gnocchi,oslo.policy,2250.0
3960,gnocchi,oslo.serialization,2250.0
3961,gnocchi,oslo.utils,2250.0
3962,gnocchi,pandas,2250.0
3963,gnocchi,pbr,2250.0
3964,gnocchi,pecan,2250.0
3965,gnocchi,prettytable,2250.0
3966,gnocchi,pytimeparse,2250.0
3967,gnocchi,requests,2250.0
3968,gnocchi,retrying,2250.0
3969,gnocchi,six,2250.0
3970,gnocchi,stevedore,2250.0
3971,gnocchi,voluptuous,2250.0
3972,gnocchi,werkzeug,2250.0
3973,gnocchi,trollius;,2250.0
3974,gnocchi,lz4;,2250.0
3975,gnocchi,msgpack-python;,2250.0
3976,gnocchi,tooz,2250.0
3977,gnocchi,python-rados,2250.0
3978,gnocchi,cradox,2250.0
3979,gnocchi,Jinja2;,2250.0
3980,gnocchi,PyYAML;,2250.0
3981,gnocchi,oslosphinx,2250.0
3982,gnocchi,sphinx;,2250.0
3983,gnocchi,sphinxcontrib-httpdomain;,2250.0
3984,gnocchi,lz4;,2250.0
3985,gnocchi,msgpack-python;,2250.0
3986,gnocchi,tooz,2250.0
3987,gnocchi,keystonemiddleware,2250.0
3988,gnocchi,alembic,2250.0
3989,gnocchi,oslo.db,2250.0
3990,gnocchi,pymysql;,2250.0
3991,gnocchi,sqlalchemy;,2250.0
3992,gnocchi,sqlalchemy-utils;,2250.0
3993,gnocchi,alembic,2250.0
3994,gnocchi,oslo.db,2250.0
3995,gnocchi,psycopg2;,2250.0
3996,gnocchi,sqlalchemy;,2250.0
3997,gnocchi,sqlalchemy-utils;,2250.0
3998,gnocchi,lz4;,2250.0
3999,gnocchi,msgpack-python;,2250.0
4000,gnocchi,python-swiftclient,2250.0
4001,gnocchi,tooz,2250.0
4002,gnocchi,WebTest,2250.0
4003,gnocchi,coverage,2250.0
4004,gnocchi,doc8;,2250.0
4005,gnocchi,fixtures;,2250.0
4006,gnocchi,gabbi,2250.0
4007,gnocchi,keystonemiddleware,2250.0
4008,gnocchi,mock;,2250.0
4009,gnocchi,os-testr;,2250.0
4010,gnocchi,oslotest;,2250.0
4011,gnocchi,pifpaf;,2250.0
4012,gnocchi,python-subunit,2250.0
4013,gnocchi,testrepository;,2250.0
4014,gnocchi,testscenarios;,2250.0
4015,gnocchi,testtools,2250.0
4016,gnocchi,tooz,2250.0
4017,gnocchiclient,testtools,2103.0
4018,gnocchiclient,testrepository,2103.0
4019,gnocchiclient,tempest-lib,2103.0
4020,gnocchiclient,oslotest,2103.0
4021,gnocchiclient,python-subunit,2103.0
4022,gnocchiclient,coverage,2103.0
4023,gnocchiclient,oslosphinx,2103.0
4024,gnocchiclient,sphinx,2103.0
4025,gnocchiclient,futurist,2103.0
4026,gnocchiclient,six,2103.0
4027,gnocchiclient,keystoneauth1,2103.0
4028,gnocchiclient,oslo.utils,2103.0
4029,gnocchiclient,oslo.serialization,2103.0
4030,gnocchiclient,cliff,2103.0
4031,gnocchiclient,pbr,2103.0
4032,gnuplot_kernel,notebook,493.0
4033,gnuplot_kernel,metakernel,493.0
4034,gocd-cli,gocd,681.0
4035,Gogokit,uritemplate,738.0
4036,Gogokit,six,738.0
4037,Gogokit,requests,738.0
4038,Gogokit,iso8601,738.0
4039,google_api,appier,1003.0
4040,google-apitools-dataflow-v1b3,protorpc,1824.0
4041,google-apitools-dataflow-v1b3,oauth2client,1824.0
4042,google-apitools-dataflow-v1b3,httplib2,1824.0
4043,google-apitools-dataflow-v1b3,google-apitools,1824.0
4044,googlemaps,requests,7633.0
4045,goolabs,click,687.0
4046,goolabs,six,687.0
4047,goolabs,requests,687.0
4048,goshstore,coverage,288.0
4049,goshstore,psycopg2,288.0
4050,goshstore,django,288.0
